iter	MultiClass
0	0.839799508
1	0.685442211
2	0.5759965761
3	0.4826489482
4	0.4200309966
5	0.3727605417
6	0.334964015
7	0.3066791096
8	0.2788570991
9	0.2506390084
10	0.2253072959
11	0.2089711559
12	0.1939934877
13	0.1740746017
14	0.1636608699
15	0.1537384431
16	0.1455198477
17	0.1402780923
18	0.1332926854
19	0.1293400565
20	0.1236344487
21	0.1172877826
22	0.1108851823
23	0.1064126772
24	0.1025868821
25	0.09908930257
26	0.09604907918
27	0.09342825104
28	0.08902359114
29	0.08564284515
30	0.08369688468
31	0.08109093337
32	0.07959137171
33	0.07529075409
34	0.07259454619
35	0.07056169648
36	0.06979962702
37	0.0674691764
38	0.06584979198
39	0.06454420583
40	0.06305956411
41	0.06092305287
42	0.05943920077
43	0.0583270627
44	0.05718660899
45	0.05511944761
46	0.05421217797
47	0.05359841542
48	0.05216704394
49	0.0512468559
50	0.04986127848
51	0.04929626631
52	0.04820209227
53	0.04756964202
54	0.0465265467
55	0.04549438471
56	0.04456965258
57	0.0438034043
58	0.04255034403
59	0.04180013062
60	0.04113942437
61	0.04002997884
62	0.03951622514
63	0.03897090224
64	0.03855253199
65	0.03816062117
66	0.0376791158
67	0.03719627825
68	0.03669912975
69	0.03608512593
70	0.03565809829
71	0.03466912359
72	0.03443235572
73	0.03418156711
74	0.03383608788
75	0.03338261755
76	0.03308061119
77	0.03260051647
78	0.0323020517
79	0.03150018444
80	0.03120107777
81	0.03090107977
82	0.03020142891
83	0.02956717449
84	0.02943475291
85	0.02877009189
86	0.02829891586
87	0.02753656707
88	0.02691458961
89	0.02672837468
90	0.02641278461
91	0.0260521122
92	0.02584681902
93	0.02551324928
94	0.02532491191
95	0.02500955418
96	0.02464565633
97	0.02442346058
98	0.0241399971
99	0.02392776242
100	0.02375771041
101	0.02341550837
102	0.02333969738
103	0.02309227136
104	0.02268564265
105	0.02253526348
106	0.0224235802
107	0.0221675245
108	0.02199620515
109	0.02164891422
110	0.0215211169
111	0.02140600628
112	0.02126500042
113	0.02115724745
114	0.02083287361
115	0.02068567013
116	0.02053494899
117	0.02039663457
118	0.02025554434
119	0.02013313861
120	0.01970836297
121	0.01943198462
122	0.01931718876
123	0.0192134982
124	0.0189482531
125	0.01881559206
126	0.01846361952
127	0.01829015208
128	0.01807658032
129	0.01796281362
130	0.01777138262
131	0.0177036405
132	0.01749747156
133	0.01742987534
134	0.01721667519
135	0.01692230998
136	0.01672928296
137	0.0164651331
138	0.01633646983
139	0.01616148521
140	0.01592655697
141	0.01582256043
142	0.01575685819
143	0.01559687053
144	0.01547535244
145	0.0153887085
146	0.01530050243
147	0.01522882376
148	0.01508644074
149	0.01496304648
150	0.01482165494
151	0.01475764463
152	0.014693032
153	0.01458971173
154	0.01455140416
155	0.01446016933
156	0.01433459932
157	0.01404025696
158	0.01398022092
159	0.01377484002
160	0.01371265479
161	0.01361394737
162	0.01358828219
163	0.01330579039
164	0.01327888277
165	0.01319630275
166	0.01306288419
167	0.01298933466
168	0.01290183116
169	0.01284525969
170	0.01282127866
171	0.01263965683
172	0.01259270548
173	0.0125522323
174	0.0124513435
175	0.01237968057
176	0.01233575432
177	0.01227674368
178	0.01215075983
179	0.01207237687
180	0.01189194849
181	0.01177220532
182	0.01169422736
183	0.01165304408
184	0.01159099606
185	0.01155261961
186	0.01151940975
187	0.01145237946
188	0.01128860293
189	0.0112321824
190	0.01115492899
191	0.01110300783
192	0.01100728125
193	0.01086186962
194	0.01074246345
195	0.01069112611
196	0.01056129591
197	0.01048358607
198	0.01039937294
199	0.01026276172
